fauteuils;entrees_2021;entrees_2020;proprietaire;part des seances de films Art et Essai;latitude;longitude;num_auto;region_administrative;code_INSEE;population_de_la_commune;departement;num_UU;unite_urbaine;population_unite_urbaine;situation_geographique;ecrans;semaines_d_activite;seances;evolution_entrees;tranche_d_entrees;categorie_Art_et_Essai;label_Art_et_Essai;zone_de_la_commune;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;PdM_en_entrees_des_films_francais;PdM_en_entrees_des_films_americains;PdM_en_entrees_des_films_europeens;PdM_en_entrees_des_autres_films;films_Art_et_Essai;PdM_en_entrees_des_films_Art_et_Essai
180;2 006;1 563;ESPACE CINEMA;0;48.95411;2.312115;148321;ILE-DE-FRANCE;93031;54928;93;851;Paris;10909327;02-Petite Couronne;1;12;44;28,3;De 2 à 5 000 entrées;NON;;B;6;0;0;0;0;0;0;0;0
2470;187 175;114 572;VILLERAY;11,9;48.957859;2.301996;148324;ILE-DE-FRANCE;93031;54928;93;851;Paris;10909327;02-Petite Couronne;12;32;14 184;63,4;De 150 à 200 000 entrées;NON;;B;184;148;149;18,8;61,2;14,9;5,1;27;4,4
400;2 957;6 742;COMMUNE DE ERMONT;31,1;48.988575;2.259906;149335;ILE-DE-FRANCE;95219;29314;95;851;Paris;10909327;03-Grande couronne;1;13;57;-56,1;De 2 à 5 000 entrées;NON;;B;46;41;0;56,8;26;16,7;0,5;13;23,9
338;25 016;18 658;OMNICOM;9,2;48.433642;2.155867;152882;ILE-DE-FRANCE;91223;25471;91;91401;Étampes;31180;03-Grande couronne;3;32;2 999;34,1;De 20 à 30 000 entrées;NON;;C;82;74;56;26,8;60,5;11,6;1,1;5;4,8
146;3 938;3 329;ASSOCIATION ETAMPOISE CINE PETIT THEATRE;83,5;48.434287;2.157598;152884;ILE-DE-FRANCE;91223;25471;91;91401;Étampes;31180;03-Grande couronne;1;32;461;18,3;De 2 à 5 000 entrées;D;PR;C;123;85;4;79,5;9,6;3,1;7,8;71;85,4
2052;94 643;64 630;ESPACE LOISIRS                                                  ;6,6;48.627929;2.429517;154488;ILE-DE-FRANCE;91228;67591;91;851;Paris;10909327;03-Grande couronne;10;32;12 097;46,4;De 80 à 100 000 entrées;NON;;B;161;128;125;16;66;12,3;5,8;16;3,1
944;36 613;29 250;L ERMITAGE;82,5;48.404394;2.699594;162844;ILE-DE-FRANCE;77186;15862;77;77406;Fontainebleau;37628;03-Grande couronne;5;32;4 019;25,2;De 30 à 40 000 entrées;D;RDJPPR;C;171;132;112;67,4;13,6;12,8;6,2;100;77,1
1080;86 459;51 310;L ERMITAGE;16;48.400175;2.71613;162853;ILE-DE-FRANCE;77186;15862;77;77406;Fontainebleau;37628;03-Grande couronne;6;32;5 443;68,5;De 80 à 100 000 entrées;D;JP;C;144;115;109;36,3;47,4;15,2;1,2;31;12,7
198;13 746;10 482;COMITE MUNICIPAL DES FETES;58,4;48.791543;2.289748;163962;ILE-DE-FRANCE;92032;25578;92;851;Paris;10909327;02-Petite Couronne;1;28;523;31,1;De 10 à 20 000 entrées;C;JP;B;102;72;0;59,8;24,3;13,3;2,7;43;50,5
346;7 612;7 453;ASSOCIATION DU THEATRE DE FONTENAY LE FLEURY;50,3;48.811271;2.045243;164022;ILE-DE-FRANCE;78242;13637;78;851;Paris;10909327;03-Grande couronne;1;30;467;2,1;De 5 à 10 000 entrées;C;JP;B;133;112;4;51,9;22,8;21,7;3,5;58;47,2
190;16 404;13 901;FONTENAY EN SCENES;83;48.852329;2.461111;164112;ILE-DE-FRANCE;94033;52685;94;851;Paris;10909327;02-Petite Couronne;1;32;586;18;De 10 à 20 000 entrées;C;RDJPPR;B;104;72;2;71,1;12,4;12;4,5;58;75
195;12 636;10 214;COMMUNAUTE D AGGLOMERATION ROISSY PAYS DE FRANCE;65,5;49.099464;2.524882;166051;ILE-DE-FRANCE;95250;9798;95;95401;Fosses;22206;03-Grande couronne;1;32;954;23,7;De 10 à 20 000 entrées;D;RDJPPR;C;196;143;1;65,3;22,7;10,2;1,8;92;51,3
518;15 542;13 080;ASSOCIATION CINE HENRI LANGLOIS;39,3;48.988437;2.232576;168193;ILE-DE-FRANCE;95252;37179;95;851;Paris;10909327;03-Grande couronne;2;28;1 524;18,8;De 10 à 20 000 entrées;C;RDJPPR;B;153;131;23;58,3;26,3;14,9;0,5;70;29,4
158;5 850;2 515;MAISON DES JEUNES ET DE LA CULTURE DE FRESNES;19,1;48.752796;2.313077;169572;ILE-DE-FRANCE;94034;28342;94;851;Paris;10909327;02-Petite Couronne;1;20;150;132,6;De 5 à 10 000 entrées;NON;;B;21;8;1;8;62,2;29,8;0;3;12,9
450;4 503;3 952;ASSOCIATION LE CINEMA DE GAGNY;57;48.884043;2.529952;172043;ILE-DE-FRANCE;93032;39816;93;851;Paris;10909327;02-Petite Couronne;1;28;278;13,9;De 2 à 5 000 entrées;C;;B;112;87;0;59,5;20,1;19,1;1,4;53;35,9
434;12 182;8 680;COMMUNE DE LIART;44;48.844239;2.188722;172914;ILE-DE-FRANCE;92033;18197;92;851;Paris;10909327;02-Petite Couronne;2;29;721;40,3;De 10 à 20 000 entrées;NON;;B;123;108;25;56,5;30,5;10,4;2,5;53;30,1
225;5 288;4 333;COMMUNE DE GARGES LES GONESSE;35,4;48.971945;2.399817;173332;ILE-DE-FRANCE;95268;43051;95;851;Paris;10909327;03-Grande couronne;1;28;444;22;De 5 à 10 000 entrées;C;JPPR;B;93;70;1;43,3;30,2;26,6;0;29;35,3
290;23 631;18 490;ASSOCIATION CENTRE DE LOISIRS;58,2;48.928469;2.293206;175513;ILE-DE-FRANCE;92036;47921;92;851;Paris;10909327;02-Petite Couronne;2;28;1 223;27,8;De 20 à 30 000 entrées;C;RDJPPR;B;179;122;10;53,1;32;12,8;2,1;76;43
90;22;0;GRAND-ORLY SEINE BIEVRE;100;48.815668;2.346427;175794;ILE-DE-FRANCE;94037;18685;94;851;Paris;10909327;02-Petite Couronne;1;17;29;#DIV/0!;Moins de 2000 entrées;NON;;B;24;1;0;100;0;0;0;1;100
155;7 246;5 991;LES VRAIS INSTANTS DE L  IMAGE;49,4;48.701701;2.13387;177201;ILE-DE-FRANCE;91272;21910;91;851;Paris;10909327;03-Grande couronne;1;28;564;20,9;De 5 à 10 000 entrées;C;;B;38;33;6;58,5;20;19,9;1,6;17;48,6
223;13 633;11 081;COMMUNE DE GONESSE;64,9;48.999982;2.428131;179852;ILE-DE-FRANCE;95277;26139;95;851;Paris;10909327;03-Grande couronne;1;32;780;23;De 10 à 20 000 entrées;C;RDJP;B;193;131;4;51,8;30;15,3;2,9;81;44,6
274;16 925;14 420;COMMUNE DE L HAY LES  ROSES;57,4;48.779749;2.339014;193442;ILE-DE-FRANCE;94038;31589;94;851;Paris;10909327;02-Petite Couronne;1;31;581;17,4;De 10 à 20 000 entrées;C;JP;B;124;96;8;61,8;23,3;14,6;0,2;56;47,8
739;47 512;28 222;SPECTA;19,4;49.110771;2.211976;201524;ILE-DE-FRANCE;95313;12201;95;851;Paris;10909327;03-Grande couronne;5;32;3 739;68,4;De 40 à 50 000 entrées;C;;B;182;148;78;41,4;44,2;13,5;0,9;54;12,2
376;14 057;11 566;SOCIETE D EXPLOITATION DU PALAIS DES ARTS ET CONGRES D ISSY LES;53;48.825247;2.271161;202214;ILE-DE-FRANCE;92040;68980;92;851;Paris;10909327;02-Petite Couronne;1;26;269;21,5;De 10 à 20 000 entrées;NON;;B;50;44;15;69,7;15,6;14,7;0;20;42,2
340;2 774;3 209;CINESSONE;37,1;48.515193;2.341767;202370;ILE-DE-FRANCE;91315;6598;91;91402;Ballancourt-sur-Essonne;35634;03-Grande couronne;1;22;71;-13,6;De 2 à 5 000 entrées;NON;;C;37;22;0;40,3;18,4;41,3;0;8;33,5
507;37 388;32 788;COMMUNE D IVRY SUR SEINE;95,2;48.81362;2.389338;202551;ILE-DE-FRANCE;94041;63562;94;851;Paris;10909327;02-Petite Couronne;2;32;1 569;14;De 30 à 40 000 entrées;C;RDJPPR;B;203;117;42;67,4;8,4;17,8;6,4;106;94,2
3830;315 119;214 890;PATHE IVRY                                                      ;10,2;48.824074;2.387803;202562;ILE-DE-FRANCE;94041;63562;94;851;Paris;10909327;02-Petite Couronne;14;32;12 918;46,6;De 300 à 450 000 entrées;NON;;B;163;140;137;15,1;65,5;18;1,4;29;6,3
300;5 086;5 779;COMMUNE DE JOINVILLE LE PONT;51,7;48.816711;2.468136;204534;ILE-DE-FRANCE;94042;19673;94;851;Paris;10909327;02-Petite Couronne;1;23;119;-12;De 5 à 10 000 entrées;NON;;B;73;59;0;54,1;24,1;20,3;1,5;31;38,7
346;2 884;4 188;COMMUNE DE JOUY LE MOUTIER;48,6;49.011314;2.043572;205601;ILE-DE-FRANCE;95323;16343;95;851;Paris;10909327;03-Grande couronne;1;16;62;-31,1;De 2 à 5 000 entrées;NON;;B;34;25;0;61,2;17,2;21,6;0;12;42
123;6 265;5 499;LE CENTRE CULTUREL DES PORTES DE L  ESSONNE;60,2;48.688996;2.376314;206924;ILE-DE-FRANCE;91326;17132;91;851;Paris;10909327;03-Grande couronne;1;28;500;13,9;De 5 à 10 000 entrées;C;JP;B;123;97;0;66,5;19,5;13,3;0,6;56;52,1
492;59 773;45 534;CINEFUTUR AUDIOVISUEL;21,2;48.879604;2.706124;211844;ILE-DE-FRANCE;77243;21580;77;851;Paris;10909327;03-Grande couronne;3;32;3 958;31,3;De 50 à 80 000 entrées;C;;B;171;136;66;43,8;44,2;11,1;1;58;16,3
1538;239 649;150 326;PATHE LEVALLOIS                                                 ;18,5;48.891726;2.296363;224413;ILE-DE-FRANCE;92044;66390;92;851;Paris;10909327;02-Petite Couronne;8;32;7 089;59,4;De 200 à 300 000 entrées;NON;;B;156;142;111;33,9;47,4;17,8;0,9;55;13
3790;701 315;522 268;PATHE SENART;16,9;48.616119;2.547927;226040;ILE-DE-FRANCE;77251;13502;77;851;Paris;10909327;03-Grande couronne;17;32;18 893;34,3;De 700 000 à 1 million d'entrées;NON;;B;196;173;173;23,8;59,5;15,4;1,3;57;7,6
308;8 200;7 571;COMMUNE DES LILAS;79,7;48.881921;2.419546;226883;ILE-DE-FRANCE;93045;23533;93;851;Paris;10909327;02-Petite Couronne;1;26;419;8,3;De 5 à 10 000 entrées;C;;B;125;106;1;74,8;6;14,6;4,6;85;79,7
165;2 098;1 591;KART OON SARL;30,3;48.744182;2.503331;228122;ILE-DE-FRANCE;94044;27796;94;851;Paris;10909327;02-Petite Couronne;1;28;97;31,9;De 2 à 5 000 entrées;NON;;B;80;70;0;55;31,9;13,1;0;23;24,1
264;14 070;16 017;COMMUNE DE LIVRY GARGAN;32,9;48.92579;2.545121;229833;ILE-DE-FRANCE;93046;45221;93;851;Paris;10909327;02-Petite Couronne;1;29;639;-12,2;De 10 à 20 000 entrées;C;JP;B;110;90;0;53,8;37,4;8,3;0,6;33;19,3
862;4 185;2 636;PRODUCENE;26,2;48.679684;2.313256;231939;ILE-DE-FRANCE;91345;21106;91;851;Paris;10909327;03-Grande couronne;1;23;137;58,8;De 2 à 5 000 entrées;NON;;B;77;59;0;42,7;41,6;15,8;0;16;14,2
406;7 909;7 434;MUSIQUE ET DANSE;60,2;48.801474;2.430493;241923;ILE-DE-FRANCE;94046;56188;94;851;Paris;10909327;02-Petite Couronne;1;23;109;6,4;De 5 à 10 000 entrées;NON;;B;54;46;0;74,5;12,6;12,8;0;28;48,1
163;22 459;17 881;CINELAB FRANCE                                                  ;52,7;48.946355;2.147062;242003;ILE-DE-FRANCE;78358;24124;78;851;Paris;10909327;03-Grande couronne;1;31;753;25,6;De 20 à 30 000 entrées;C;JP;B;108;85;16;52,3;31;15,1;1,6;51;46
198;16 303;14 057;ASSOCIATION THEATRE 71;77,7;48.820911;2.302756;242422;ILE-DE-FRANCE;92046;30911;92;851;Paris;10909327;02-Petite Couronne;1;27;393;16;De 10 à 20 000 entrées;C;JP;B;92;72;3;70;14,7;13,1;2,2;54;68,7
2053;196 090;127 890;RAYMANTES                                                       ;11,2;48.989664;1.715981;244700;ILE-DE-FRANCE;78361;44423;78;851;Paris;10909327;03-Grande couronne;9;32;10 804;53,3;De 150 à 200 000 entrées;NON;;B;147;120;117;24,3;60,4;13;2,2;23;4,8
300;3 058;3 495;CENTRE CULTUREL LE CHAPLIN;100;49.000101;1.683456;244715;ILE-DE-FRANCE;78361;44423;78;851;Paris;10909327;03-Grande couronne;1;14;52;-12,5;De 2 à 5 000 entrées;NON;;B;12;2;0;100;0;0;0;2;100
231;10 114;8 373;COMMUNE DE MARCOUSSIS;48,7;48.642026;2.222592;246432;ILE-DE-FRANCE;91363;8328;91;851;Paris;10909327;03-Grande couronne;1;38;452;20,8;De 10 à 20 000 entrées;C;JP;B;116;91;0;51,6;32,8;14,1;1,5;49;36,1
336;27 639;24 636;CINELAB OUEST;54,9;48.871284;2.095564;248192;ILE-DE-FRANCE;78372;16833;78;851;Paris;10909327;03-Grande couronne;2;32;1 536;12,2;De 20 à 30 000 entrées;C;JPPR;B;165;134;40;61,5;21,9;14,5;2,1;84;45,9
194;36;14 057;CINEMASSY;0;48.732679;2.288638;252134;ILE-DE-FRANCE;91377;50985;91;851;Paris;10909327;03-Grande couronne;1;2;4;-99,7;Moins de 2000 entrées;C;;B;2;0;0;0;0;0;0;0;0
102;12 608;9 987;COMMUNAUTE DE COMMUNES DE GALLY-MAULDRE                         ;60,9;48.916554;1.821165;252712;ILE-DE-FRANCE;78380;6099;78;78301;Maule;10574;03-Grande couronne;1;29;838;26,2;De 10 à 20 000 entrées;E;RDJPPR;C;134;115;7;62,4;21,2;13,9;2,5;76;51,4
566;20 537;14 922;VARIETES CINEMA;32,4;48.533449;2.6548;255991;ILE-DE-FRANCE;77288;40249;77;851;Paris;10909327;03-Grande couronne;3;32;2 014;37,6;De 20 à 30 000 entrées;C;JPPR;B;197;157;35;47,9;41,5;8,9;1,7;73;25
324;41 885;25 461;CINEMA CONFLUENCES MENNECY;13,8;48.564849;2.441479;256983;ILE-DE-FRANCE;91386;14961;91;851;Paris;10909327;03-Grande couronne;3;32;2 563;64,5;De 40 à 50 000 entrées;C;;B;101;85;66;40,2;48,9;10,8;0,1;22;8
228;2 846;2 377;VILLE DE MERY SUR OISE;24,4;49.060326;2.170288;258952;ILE-DE-FRANCE;95394;9997;95;851;Paris;10909327;03-Grande couronne;1;21;157;19,7;De 2 à 5 000 entrées;NON;;B;70;57;0;51,2;28,4;20,4;0;15;19,1
458;11 563;9 295;COMMUNE DE MEUDON;55,4;48.81334;2.235774;260903;ILE-DE-FRANCE;92048;46430;92;851;Paris;10909327;02-Petite Couronne;1;23;273;24,4;De 10 à 20 000 entrées;C;;B;108;73;0;48,3;32,7;12,9;6;40;46
268;4 487;4 399;COMMUNE DE MEUDON;51,8;48.7873;2.23254;260904;ILE-DE-FRANCE;92048;46430;92;851;Paris;10909327;02-Petite Couronne;1;21;184;2;De 2 à 5 000 entrées;NON;;B;75;65;0;68,7;20;10,1;1,2;31;35,8
210;13 001;10 171;ASSOCIATION MITRYENNE DE LOISIRS;54,4;48.956929;2.603083;263912;ILE-DE-FRANCE;77294;20436;77;851;Paris;10909327;03-Grande couronne;1;32;829;27,8;De 10 à 20 000 entrées;C;JPPR;B;220;159;7;51,7;33,5;12,9;1,9;92;27,4
349;10 240;7 648;SCENE NATIONALE DE SENART;44,2;48.628281;2.589982;264672;ILE-DE-FRANCE;77296;18018;77;851;Paris;10909327;03-Grande couronne;1;32;485;33,9;De 10 à 20 000 entrées;C;JP;B;119;90;1;49,1;37,3;12,9;0,7;42;26,3
48;1 539;1 789;ONZE VINGT QUATORZE OU 11 X 20 + 14;92,7;48.490092;3.148397;267481;ILE-DE-FRANCE;77298;459;77;0;Zone rurale;14862638;03-Grande couronne;1;22;300;-14;Moins de 2000 entrées;E;;R;143;97;0;65,2;13,8;9;12,1;90;86,1
329;16 417;15 081;COMMUNAUTE D'AGGLOMERATION SENART VAL DE SEINE;79,3;48.703763;2.46109;272392;ILE-DE-FRANCE;91421;24069;91;851;Paris;10909327;03-Grande couronne;1;28;672;8,9;De 10 à 20 000 entrées;C;RDJP;B;129;97;1;71,7;7,5;17,7;3;76;69
